GeneName,Trait,GeneSymbol
Zm00001d052868,MGRVI/veg/ExG/ExR/GLI/GreenCoverage,-
Zm00001d052903,NDI,umc2286
Zm00001d052905,GLI,sbp7
Zm00001d052906,MGRVI/RGBVI/veg/ExGR/GLI,-
Zm00001d052923,NDI,IDP5047
Zm00001d052943,RGBR,ubp25
Zm00001d052952,NDI,-
Zm00001d052959,NDI,-
Zm00001d052999,RGBR,LOC103655881
Zm00001d053000,CIVE/GreenCoverage,-
Zm00001d053024,gn,-
Zm00001d053028,RGBR/ExG,si707094h09b
Zm00001d053038,RGBR,cl38420_1b
Zm00001d053059,ints,fancm1
Zm00001d053070,NDI,-
Zm00001d053076,gn,csu50a
Zm00001d053104,NDI,-
Zm00001d053151,GRVI,hb6
Zm00001d053265,GLI,arid12
Zm00001d053268,GLI,gpm353
Zm00001d053286,ExR/gn,-
Zm00001d053318,ints,-
Zm00001d053327,GLI,-
Zm00001d053348,RGBVI,tgl1
Zm00001d053391,NDI,bhlh24
Zm00001d053398,NDI,-
Zm00001d053404,NDI,c3h56
Zm00001d053409,CIVE/NDI,-
Zm00001d053427,COM,-
Zm00001d053498,GreenCoverage,-
Zm00001d053515,GRVI,mkkk43
Zm00001d053548,ExGR,gsk4
Zm00001d053553,GLI2,-
Zm00001d053611,ExR/GLI/gn,-
Zm00001d053628,ints/NDI,cl6524_1
Zm00001d053660,GRVI,rcc19
Zm00001d053716,GRVI,-
Zm00001d053740,GLI2,-
Zm00001d053751,RGBR,Zm00001d053751
Zm00001d053775,GRVI,sbp19
Zm00001d053778,gn,pco141112
Zm00001d053803,RGBVI,-
Zm00001d053911,IKAW,npi451
Zm00001d053927,GreenCoverage,Zm00001eb208490/BE997321
Zm00001d053954,rn,-
Zm00001d053994,NDI,IDP6638
Zm00001d053998,MGRVI/veg/ExG/ExGR/ExR/GLI,wee1
Zm00001d054001,GRVI/RGBVI/GLI2,prmt2
Zm00001d054011,ints,IDP7398
Zm00001d054016,MGRVI/veg/ExG/ExGR/GLI,-
Zm00001d054028,RGBVI,-
Zm00001d054031,RGBVI/rn,-
Zm00001d054065,GRVI,-
Zm00001d054070,gn,jmj12
Zm00001d054079,NDI,emb14
