GeneName,Trait,GeneSymbol
Zm00001d045364,37: CIVE/COM/GreenCoverage,-
Zm00001d045367,65: GLI2/rn,-
Zm00001d045377,12: veg,-
Zm00001d045379,44: rn/GLI2; 80: RGBVI,-
Zm00001d045395,51: IKAW,stp21
Zm00001d045405,115: RGB_R; 94: GreenCoverage,-
Zm00001d045446,26: rn,-
Zm00001d045455,12: GRVI/ExR/ExGR/MGRVI/NDI/GLI2; 19: RGB_R,-
Zm00001d045457,12: rn/GRVI/ExR/ExGR/IKAW/MGRVI/NDI/RGBVI/GLI2,-
Zm00001d045472,101: GLI2/GRVI/ExGR/ExR/NDI/rn/MGRVI,pco061776
Zm00001d045473,73: veg; 80: rn,-
Zm00001d045481,44: IKAW,er3
Zm00001d045484,101: GLI2/rn; 115: IKAW; 24: RGB_R/ints,-
Zm00001d045488,12: RGB_R; 24: RGB_R/ints; 26: ints,cl10045_1a
Zm00001d045490,73: RGB_R/ints; 80: veg/ExG/GLI/gn,LOC100278704
Zm00001d045492,51: IKAW,ppr469
Zm00001d045500,73: rn/IKAW,-
Zm00001d045501,19: ints; 65: veg/ExR/MGRVI/RGBVI/NDI/ExG/ExGR/GLI/GRVI/gn/IKAW; 73: CIVE/ExG/GLI/gn/COM/veg/GreenCoverage; 88: RGB_R,LOC100381920
Zm00001d045507,26: ints,gras42
Zm00001d045522,14: RGB_R,-
Zm00001d045534,12: veg,umc2128
Zm00001d045551,10: ints,-
Zm00001d045595,37: ints; 51: ints/RGB_R,-
Zm00001d045599,101: CIVE/GLI2/ExG/GRVI/veg/ExGR/ExR/NDI/rn/GLI/gn/COM/MGRVI/RGBVI; 108: CIVE/gn/ExGR/COM/ExR/MGRVI/GLI/veg/GLI2/GRVI/ExG/RGBVI/NDI/rn; 115: ExG/GLI/RGBVI/gn/veg; 94: ExGR/MGRVI/ExR/GLI2/GRVI/NDI,skus12
Zm00001d045605,19: RGB_R,LOC103638191
Zm00001d045606,10: RGBVI; 12: CIVE/gn/ExG/GLI/COM; 17: RGB_R; 19: GLI2/GRVI/MGRVI/NDI/rn/IKAW/ExGR/ExR,umc2337
Zm00001d045624,108: IKAW; 12: CIVE/gn/ExG/GLI/COM,-
Zm00001d045631,115: rn,-
Zm00001d045646,44: NDI/rn/ExR/MGRVI/GLI2/GRVI/ExGR; 51: ExGR/NDI/MGRVI/ExR/GRVI,pco095808
Zm00001d045655,80: IKAW,cl57132_1
Zm00001d045670,12: rn/GRVI/ExR/ExGR/IKAW/MGRVI/NDI/GLI2,-
Zm00001d045691,10: RGB_R; 15: CIVE/gn/GLI/RGBVI/veg/COM/ExG,-
Zm00001d045725,12: GRVI/ExGR/MGRVI/NDI/veg; 94: RGB_R,impb10
Zm00001d045732,26: ExG/RGBVI/gn/GLI; 80: RGBVI; 94: rn/GLI2,-
Zm00001d045740,108: ExGR/IKAW/ExR/MGRVI/GLI2/GRVI/NDI/rn; 115: ExG/GLI/gn/veg,aaap58
Zm00001d045744,101: GLI2/rn; 14: IKAW/rn,fha20
Zm00001d045747,101: GLI2/GRVI/ExGR/ExR/NDI/rn/IKAW/MGRVI; 12: rn/GRVI/ExR/ExGR/IKAW/MGRVI/NDI/GLI2; 15: NDI/GRVI/rn/ExR/GLI2/ExGR/MGRVI; 73: rn/GLI2; 94: IKAW,AM490196a
Zm00001d045752,12: veg; 37: RGB_R/ints; 51: ints/RGB_R; 73: ints,-
Zm00001d045756,37: RGBVI/GLI/veg/ExG/gn; 88: GreenCoverage,-
Zm00001d045757,12: GRVI/ExR/ExGR/MGRVI/NDI/GLI2/veg,-
Zm00001d045760,15: ints,-
Zm00001d045782,17: ints; 73: rn/GLI2,-
Zm00001d045804,115: CIVE/ExG/GLI/COM/RGBVI/gn/veg,col6
Zm00001d045807,115: ints/RGB_R,-
Zm00001d045808,101: GLI2/ExG/GRVI/veg/ExGR/ExR/NDI/rn/GLI/gn/RGB_R/MGRVI; 108: CIVE/gn/ExGR/COM/ExR/MGRVI/GLI/veg/GLI2/GreenCoverage/GRVI/ExG/RGBVI/NDI; 115: CIVE/GreenCoverage/ExR/ExG/GLI/NDI/COM/RGBVI/gn/GRVI/MGRVI/ExGR/RGB_R/veg,-
Zm00001d045837,101: rn/IKAW; 65: CIVE/COM/GreenCoverage; 73: CIVE/COM/GreenCoverage; 80: CIVE/COM; 88: CIVE/COM/GreenCoverage; 94: COM/GreenCoverage,TIDP6523
Zm00001d045848,17: RGBVI; 24: IKAW,Zm00001d045848
Zm00001d045869,26: NDI/ExR/GRVI/MGRVI/ExGR; 51: rn/GLI2,-
Zm00001d045873,15: GreenCoverage,IDP2406
Zm00001d045886,10: IKAW; 14: veg; 37: CIVE/RGB_R/COM/GRVI/MGRVI/ExGR/ints/veg/NDI/GLI2/ExR; 44: RGB_R/GreenCoverage; 65: ExR/MGRVI/GLI2/NDI/rn/GRVI,LOC109942512
Zm00001d045894,15: RGB_R; 44: veg,rz953
Zm00001d045911,51: veg/gn/ExG,-
Zm00001d045948,10: COM/CIVE/gn/veg/ExG/GLI; 15: CIVE/gn/GLI/RGBVI/COM/ExG; 24: rn; 73: rn/GLI2; 94: rn/MGRVI/ExR/GLI2/GRVI/NDI,mate46
Zm00001d045949,15: CIVE/gn/GLI/RGBVI/COM/ExG; 24: rn,-
Zm00001d045953,37: IKAW,-
Zm00001d045954,108: CIVE/gn/ExGR/COM/GLI/veg/GreenCoverage/ExG/RGBVI; 115: CIVE/ExG/GLI/COM/RGBVI/gn/ExGR/veg; 14: ints,-
Zm00001d045958,10: IKAW/GLI2/NDI/ExR/ExGR/GRVI/MGRVI/rn; 101: GLI2/rn; 108: ExGR/ExR/MGRVI/GLI2/GRVI/NDI/rn; 14: MGRVI/GLI2/GRVI/ExR/NDI/rn; 15: rn/ExR/IKAW/GLI2,-
Zm00001d045993,115: NDI/GRVI/MGRVI/ExGR/RGB_R,phs1
Zm00001d046020,101: CIVE/GreenCoverage/COM,LOC100285079
Zm00001d046026,26: IKAW,-
Zm00001d046033,51: ExGR/veg/GLI/gn/ExG/RGBVI; 94: CIVE/COM,-
Zm00001d046036,101: CIVE/COM,-
Zm00001d046039,10: COM/CIVE/gn/veg/ExG/ints/GLI; 101: GLI2/rn; 12: CIVE/COM; 14: CIVE/veg/COM; 26: rn; 88: ExR/GRVI/rn/GLI2/MGRVI/NDI; 94: rn/ExGR/MGRVI/ExR/GLI2/GRVI/NDI,-
Zm00001d046060,12: GreenCoverage; 37: CIVE/COM/GRVI/MGRVI/ExGR/rn/ints/GLI/GreenCoverage/ExG/NDI/GLI2/ExR/gn; 51: ints/RGB_R,-
Zm00001d046069,115: ExR/NDI/GLI2/GRVI/MGRVI; 65: RGB_R/ints,-
Zm00001d046076,17: MGRVI/NDI/GRVI/ExGR,-
Zm00001d046098,12: veg,-
Zm00001d046128,12: rn/GRVI/ExR/ExGR/IKAW/MGRVI/NDI/GLI2; 17: RGB_R; 19: RGBVI/ints/GreenCoverage/RGB_R,-
Zm00001d046129,101: GLI2/ExR/rn/IKAW,-
Zm00001d046153,44: veg; 51: ExGR/veg/GLI/gn/ExG/RGBVI,-
Zm00001d046171,12: veg; 24: ints,-
Zm00001d046200,14: RGB_R,-
Zm00001d046214,10: IKAW; 108: ints,-
Zm00001d046221,26: NDI/ExR/GRVI/rn/MGRVI/ExGR/GLI2; 44: CIVE/COM/GreenCoverage; 51: CIVE/COM/GreenCoverage,LOC103639973
Zm00001d046222,65: veg/ExR/MGRVI/GLI2/NDI/ExGR/GRVI; 94: veg,-
Zm00001d046225,65: GLI2/rn,-
Zm00001d046235,101: GLI2/GRVI/ExGR/ExR/NDI/rn/MGRVI; 94: rn/ExGR/MGRVI/ExR/GLI2/GRVI/NDI,aaap59
Zm00001d046297,15: GreenCoverage,-
Zm00001d046304,80: RGBVI,-
Zm00001d046333,80: IKAW,IDP7029
Zm00001d046345,10: NDI/ExR/ExGR/GRVI/MGRVI,-
Zm00001d046369,101: ExGR,GRMZM2G119546
Zm00001d046371,115: ints/RGB_R; 17: ints,-
Zm00001d046377,44: ints/RGB_R; 51: ints/RGB_R,-
Zm00001d046381,26: ints/RGB_R; 51: ExGR/NDI/MGRVI/ExR/GRVI,-
Zm00001d046388,65: RGB_R/ints,hdac2
Zm00001d046391,12: gn/ExG/GLI,-
Zm00001d046404,12: GreenCoverage,csu623a
Zm00001d046416,26: IKAW,-
Zm00001d046457,65: GreenCoverage,-
Zm00001d046465,73: veg,-
Zm00001d046500,17: veg; 19: GLI2/GRVI/MGRVI/NDI/veg/ExGR/ExR,spx6
Zm00001d046521,115: IKAW,-
Zm00001d046526,26: rn,-
Zm00001d046527,80: GLI2,-
Zm00001d046529,12: RGB_R; 37: IKAW; 88: ExR/GRVI/MGRVI/NDI,-
Zm00001d046534,44: IKAW,IDP7431
Zm00001d046540,12: RGB_R,-
Zm00001d046545,51: GLI/gn/ExG/RGBVI,knl1
Zm00001d046558,12: CIVE/gn/ExG/GLI/COM,hggt1
Zm00001d046569,51: GLI/gn/ExG/RGBVI,mkkk30
Zm00001d046579,15: RGBVI; 17: RGB_R,haf101b
Zm00001d046592,73: NDI/GRVI/MGRVI/ExGR/ExR; 88: ExR/GRVI/MGRVI/NDI,-
Zm00001d046597,24: ints; 51: rn/IKAW,-
Zm00001d046605,51: veg,-
Zm00001d046616,19: ints/GRVI/MGRVI/NDI/ExGR/ExR,-
Zm00001d046639,115: GLI2/IKAW/rn; 17: ints,-
Zm00001d046662,10: GreenCoverage,-
Zm00001d046671,51: NDI/MGRVI/ExR/GRVI,-
Zm00001d046688,94: GreenCoverage,platz16
Zm00001d046691,73: RGB_R,-
Zm00001d046707,73: NDI/GRVI/MGRVI/ExGR/ExR; 88: gn/RGBVI/ExG/GLI; 94: CIVE/COM,-
Zm00001d046723,65: ints,gpm68
Zm00001d046735,26: IKAW,-
Zm00001d046739,19: GreenCoverage; 37: GRVI/MGRVI/RGBVI/ExGR/rn/GLI/veg/ExG/NDI/GLI2/ExR/gn,-
Zm00001d046754,10: NDI/ExGR/GRVI/MGRVI; 101: CIVE/ExG/GRVI/veg/ExGR/ExR/NDI/GLI/gn/GreenCoverage/COM/MGRVI; 108: CIVE/gn/ExGR/COM/ExR/MGRVI/GLI/veg/GLI2/GreenCoverage/GRVI/ExG/NDI; 115: CIVE/GreenCoverage/ExG/GLI/COM/RGBVI/gn/veg; 14: MGRVI/ExGR/GRVI/NDI; 15: NDI/GRVI/ExR/GLI2/ExGR/MGRVI; 19: GLI2/rn/IKAW/ExR,-
Zm00001d046755,115: IKAW,arr4
Zm00001d046758,44: CIVE/COM,cyp40
Zm00001d046769,14: RGBVI/GLI/ExG/gn; 73: CIVE/COM/GreenCoverage,-
Zm00001d046777,108: gn/GLI/RGB_R/veg/ints/ExG/RGBVI; 115: ints/RGB_R,-
Zm00001d046779,101: CIVE/GLI2/GRVI/veg/ExGR/ExR/NDI/rn/GreenCoverage/COM/MGRVI; 108: RGB_R/ints; 115: GreenCoverage/IKAW; 73: ExGR,-
Zm00001d046781,115: rn; 12: ints; 14: GLI2/IKAW/rn; 26: IKAW,mlo7
Zm00001d046797,101: ExG/veg/GLI/gn,-
Zm00001d046833,17: RGBVI; 19: GRVI/MGRVI/NDI/ExGR,-
Zm00001d046884,65: CIVE/COM/GreenCoverage; 88: CIVE/COM/GreenCoverage,-
Zm00001d046905,101: ExG/GRVI/ExGR/NDI/GLI/gn/RGB_R/MGRVI; 108: gn/GLI/RGB_R/veg/ints/ExG/RGBVI; 12: CIVE/gn/ExG/GLI/COM; 14: ints/RGB_R; 15: rn/IKAW/GLI2/veg/GreenCoverage; 17: GreenCoverage; 19: GLI2/GRVI/MGRVI/NDI/GreenCoverage/ExR; 26: NDI/ExR/GRVI/rn/MGRVI/ExGR/GLI2; 65: GLI2/rn; 94: ExR,vln3
Zm00001d046933,88: rn/GLI2,rdr2
Zm00001d046934,88: rn/GLI2,-
Zm00001d046935,88: rn/GLI2,LOC100280309
Zm00001d046937,24: IKAW,bzip17
Zm00001d046946,101: ints/RGB_R; 108: IKAW; 115: ExR/GLI2; 65: ExGR,-
Zm00001d046974,12: gn/ExG/GLI,mybr86
Zm00001d046975,15: CIVE/gn/GLI/COM/ExG; 17: CIVE/veg/GLI/gn/COM/ExG,IDP8688
Zm00001d046991,94: CIVE/COM/GreenCoverage,-
Zm00001d046997,51: GLI2,LOC100383311
Zm00001d047003,101: CIVE/ExG/GRVI/veg/ExGR/ExR/NDI/GLI/gn/COM/MGRVI; 108: CIVE/COM/GreenCoverage; 12: GreenCoverage,-
Zm00001d047015,108: rn; 15: NDI/GRVI/rn/ExR/GLI2/MGRVI,dnaJ86
Zm00001d047032,108: GreenCoverage,-
Zm00001d047050,44: IKAW; 51: rn/GLI2,nactf135
Zm00001d047051,115: IKAW; 17: GreenCoverage; 19: GreenCoverage; 37: GRVI/MGRVI/ExGR/rn/GLI/veg/ExG/NDI/GLI2/ExR/gn; 51: ExGR/veg/GLI/NDI/gn/MGRVI/ExG/ExR/GLI2/GRVI,-
Zm00001d047055,17: ints; 19: ints/RGB_R,-
Zm00001d047057,101: ints/RGB_R; 108: RGB_R/ints; 94: IKAW,-
Zm00001d047058,108: IKAW,-
Zm00001d047059,88: GLI2; 94: rn/GLI2,csu263a
Zm00001d047072,51: rn/GLI2,ect2
Zm00001d047074,108: GreenCoverage; 26: ints/RGB_R; 37: IKAW; 80: IKAW; 88: ExR/GRVI/ExGR/MGRVI/NDI,pza03470
Zm00001d047085,19: RGBVI/ExG/GLI/gn,LOC103638939
Zm00001d047090,88: RGB_R,cl5426_1
Zm00001d047103,14: ints/RGB_R; 15: ints/RGB_R,-
Zm00001d047110,65: RGB_R/ints; 94: RGB_R,trpp12
Zm00001d047121,108: ints; 12: RGB_R; 24: rn/IKAW/GLI2,-
Zm00001d047125,65: RGB_R/ints,-
Zm00001d047126,65: RGB_R/ints; 94: ints,ufg70
Zm00001d047131,44: NDI/ExR/MGRVI/GLI2/GRVI,-
Zm00001d047132,101: RGB_R; 65: RGB_R/ints,-
Zm00001d047138,94: MGRVI/ExR/GLI2/GRVI/NDI,-
Zm00001d047142,17: GreenCoverage,-
Zm00001d047143,10: ints; 12: gn/ExG/GLI,Zm00001d047143
Zm00001d047150,115: GLI2/rn; 94: RGB_R,-
Zm00001d047165,12: CIVE/gn/ExG/GLI/COM,-
Zm00001d047168,65: ExGR,IDP4307
Zm00001d047175,65: CIVE/COM,-
Zm00001d047183,12: GreenCoverage; 14: RGBVI; 15: RGBVI; 24: RGB_R/ints; 26: ints/RGB_R/RGBVI; 37: CIVE/COM/GreenCoverage; 51: veg; 65: CIVE/COM/GreenCoverage; 73: GreenCoverage; 80: veg/RGBVI/ExG/GLI/gn; 88: GreenCoverage,-
Zm00001d047203,37: GRVI/MGRVI/RGBVI/ExGR/GLI/veg/ExG/NDI/GLI2/ExR/gn,pco068745
Zm00001d047204,108: CIVE/gn/COM/GLI/veg/ExG/RGBVI; 115: CIVE/ExG/GLI/COM/RGBVI/gn/veg; 88: MGRVI/NDI,pco115768
Zm00001d047216,14: RGB_R,TIDP2890
Zm00001d047218,12: GreenCoverage,cox6b
Zm00001d047224,14: RGB_R; 24: rn/GLI2; 26: GLI2,-
Zm00001d047226,24: IKAW,-
Zm00001d047235,51: ExGR/veg/GLI/gn/ExG/RGBVI,-
Zm00001d047236,65: MGRVI/GLI2/ExGR/rn/IKAW,umc1120
Zm00001d047239,80: GLI2/rn/ExR,prh60
Zm00001d047241,101: GLI2/ExG/GRVI/ExGR/ExR/NDI/GLI/gn/MGRVI; 108: CIVE/COM,pap10
Zm00001d047244,17: RGB_R; 26: rn,-
Zm00001d047253,94: ints/RGB_R,sus1
Zm00001d047274,80: IKAW,-
Zm00001d047283,65: ExR/MGRVI/GLI2/NDI/GRVI/IKAW,pco061972
Zm00001d047285,108: veg/RGBVI,-
Zm00001d047299,10: COM/CIVE; 108: gn/GLI/veg/ExG; 115: CIVE/GreenCoverage/ExG/GLI/COM/gn/ExGR/veg,-
Zm00001d047301,108: GreenCoverage; 115: IKAW; 19: ints; 94: IKAW,-
Zm00001d047311,10: COM/CIVE/gn/veg/ExG/GLI; 12: CIVE/gn/ExG/GLI/COM; 14: CIVE/veg/GLI/ExG/gn/COM; 15: CIVE/gn/GLI/veg/COM/ExG; 17: CIVE/veg/GLI/gn/COM/RGBVI/ExG; 19: CIVE/GLI2/GRVI/MGRVI/NDI/veg/ExGR/COM/ExR; 24: gn/RGBVI/ExG/GLI; 26: NDI/ExR/GRVI/MGRVI/ExGR; 73: CIVE/COM/GreenCoverage,-
Zm00001d047318,101: CIVE/COM,-
Zm00001d047323,80: GLI2/rn,cl5474_1d
Zm00001d047338,101: GLI2/rn/IKAW; 108: ExR/GLI2; 24: IKAW; 44: CIVE/COM; 65: rn/IKAW; 73: NDI/rn/GRVI/MGRVI/ExR/GLI2; 80: rn/IKAW; 94: MGRVI/ExR/GLI2/GRVI/NDI,-
Zm00001d047366,26: ints/RGB_R,-
Zm00001d047384,65: ExR/MGRVI/GLI2/NDI/ExGR/GRVI,-
Zm00001d047389,26: RGB_R,pco105342b
Zm00001d047392,65: MGRVI/GLI2/NDI/rn/GRVI; 80: veg/RGBVI/ExG/GLI/gn,cl47266_1b
Zm00001d047407,115: GreenCoverage,IDP3967
Zm00001d047417,101: ExG/veg/GLI/gn/RGBVI,Zm00001d047417
Zm00001d047420,73: IKAW; 80: IKAW,umc1771
Zm00001d047426,12: GRVI/ExR/ExGR/MGRVI/NDI/veg,IDP8044
Zm00001d047439,10: IKAW/GLI2/NDI/ExR/ExGR/GRVI/MGRVI/rn; 14: MGRVI/ExGR/GLI2/GRVI/IKAW/ExR/NDI/rn; 15: NDI/GRVI/rn/ExR/IKAW/GLI2/MGRVI,pat35
Zm00001d047449,108: gn/ExGR/ExR/MGRVI/GLI/RGB_R/veg/GLI2/GRVI/ints/ExG/NDI/rn; 115: CIVE/ints/ExG/GLI/COM/gn/RGB_R/veg; 37: IKAW,-
Zm00001d047453,101: RGBVI; 108: GreenCoverage,umc1078
Zm00001d047468,108: IKAW,apt1
Zm00001d047481,19: GreenCoverage; 37: GRVI/MGRVI/RGBVI/ExGR/rn/GLI/GreenCoverage/veg/ExG/NDI/GLI2/ExR/gn; 44: RGBVI/ExG/NDI/ExR/MGRVI/GRVI/ExGR/gn/GLI,-
Zm00001d047494,80: IKAW,-
Zm00001d047498,108: GreenCoverage; 115: ExR/NDI/GLI2/GRVI/MGRVI/ExGR/rn; 73: ExGR; 94: rn/GLI2,srp32
Zm00001d047501,51: ints/RGB_R,LOC103639157
Zm00001d047517,88: rn; 94: IKAW,Zm00001d047517
Zm00001d047518,12: RGB_R; 44: GreenCoverage; 73: GLI2,-
Zm00001d047521,80: veg/RGBVI/ExG/GLI/gn,lbd48
Zm00001d047528,24: IKAW,-
Zm00001d047530,101: GreenCoverage,-
Zm00001d047540,108: ints; 37: IKAW,IDP1653
Zm00001d047546,12: RGB_R,-
Zm00001d047557,101: RGB_R; 94: CIVE/GLI/ExG/RGBVI/veg/gn,-
Zm00001d047570,101: veg/RGBVI; 108: gn/GLI/veg/ExG/RGBVI,sirk1
Zm00001d047573,108: RGBVI,-
Zm00001d047583,12: RGB_R; 15: ints; 17: IKAW,AY110217
Zm00001d047589,10: RGBVI; 12: CIVE/gn/ExG/GLI/COM,thx29
Zm00001d047592,115: GreenCoverage; 17: CIVE/GLI/gn/COM/ExG; 19: CIVE/GLI2/GRVI/MGRVI/NDI/ExG/GLI/gn/veg/ExGR/COM/ExR; 44: rn/GLI2/GreenCoverage; 51: rn/ExGR/NDI/MGRVI/ExR/GLI2/GRVI; 73: ExG/GLI/gn/RGBVI/veg; 80: ExGR/GLI2/NDI/ExR/GRVI/MGRVI,ogdh2
Zm00001d047593,12: gn/ExG/GLI,-
Zm00001d047595,17: ints; 80: ExGR/NDI/ExR/GRVI/MGRVI,iaa51
Zm00001d047596,17: GLI/gn/ExG,-
Zm00001d047607,115: ExR/NDI/GLI2/GRVI/MGRVI/ExGR; 19: GLI2/rn/IKAW/ExR,-
Zm00001d047608,37: RGB_R/ints,csu392a/IDP9102
Zm00001d047615,19: GreenCoverage,GRMZM2G066784
Zm00001d047620,65: ints,-
Zm00001d047622,15: veg,-
Zm00001d047628,108: IKAW,-
Zm00001d047632,108: IKAW/ints; 115: ints,phyB2
Zm00001d047635,108: IKAW,cl1285_-2
Zm00001d047639,108: CIVE/gn/COM/GLI/veg/GreenCoverage/ExG/RGBVI,nas6/nas7
Zm00001d047659,108: IKAW,nosip1
Zm00001d047666,108: IKAW,gpat14
Zm00001d047672,108: IKAW,-
Zm00001d047673,108: IKAW,cl17326_1
Zm00001d047685,65: veg/ExR/MGRVI/RGBVI/RGB_R/ints/NDI/ExG/ExGR/GLI/GRVI/gn,umc2341
Zm00001d047695,108: IKAW; 51: rn/GLI2,dapat2
Zm00001d047705,51: ExGR/veg/GLI/NDI/gn/MGRVI/ExG/ExR/RGBVI/GRVI; 80: ExGR/GLI2/NDI/ExR/GRVI/MGRVI,GRMZM2G057959
Zm00001d047706,73: CIVE/COM,-
Zm00001d047707,108: IKAW; 73: ints,-
Zm00001d047712,65: GLI2/rn,pdcb53
Zm00001d047717,73: GreenCoverage,si687027d07
Zm00001d047729,101: ExGR; 108: ExGR/ExR/MGRVI/GLI2/GRVI/NDI; 12: GreenCoverage; 14: GreenCoverage; 15: GreenCoverage; 17: GreenCoverage; 37: GRVI/MGRVI/ExGR/GreenCoverage/NDI/GLI2/ExR; 51: ExGR,-
Zm00001d047738,10: veg; 101: RGB_R; 108: CIVE/gn/ExGR/COM/GLI/veg/ExG/RGBVI; 12: veg; 17: MGRVI/ExR/GLI2/NDI/GRVI,-
Zm00001d047739,19: ints/IKAW; 44: MGRVI; 51: rn/ExGR/veg/NDI/MGRVI/ExR/GLI2/GRVI; 80: ExGR/GLI2/rn/NDI/ExR/GRVI/MGRVI,pco123655
Zm00001d047742,115: ints/RGB_R; 51: rn/ExGR/veg/GLI/NDI/gn/MGRVI/ExG/ExR/GLI2/GRVI; 73: ints; 80: ints,mads28
Zm00001d047750,65: veg/RGBVI/ExG/ExGR/GLI/gn,-
Zm00001d047757,88: rn/GLI2,apx1
Zm00001d047767,14: ints; 65: CIVE/COM; 73: ExG/GLI/gn/veg; 80: veg/RGBVI/ExG/GLI/gn; 88: CIVE/gn/COM/ExG/veg/GLI/GreenCoverage,cl32172_1e
Zm00001d047781,24: ints,-
Zm00001d047783,108: RGB_R/ints,-
Zm00001d047831,12: CIVE/COM; 24: IKAW; 44: CIVE/COM,-
Zm00001d047837,101: CIVE/ExG/GLI/gn/COM/RGBVI,limtf13
Zm00001d047840,80: ExGR,-
Zm00001d047853,115: IKAW,gpm1
Zm00001d047854,101: veg,tlc18
Zm00001d047855,108: RGB_R; 65: RGB_R,si687016e03
Zm00001d047865,101: GRVI/ExGR/ExR/NDI/MGRVI; 108: gn/ExGR/ExR/MGRVI/GLI/veg/GLI2/GreenCoverage/GRVI/ExG/NDI; 115: ExG/GLI/RGBVI/gn/ExGR/veg,-
Zm00001d047869,115: ExR/NDI/GLI2/GRVI/MGRVI/ExGR/rn,LOC100383639
Zm00001d047873,101: CIVE/ExG/GRVI/ExGR/ExR/NDI/GLI/gn/GreenCoverage/COM/MGRVI; 115: ExG/GLI/RGBVI/gn,-
Zm00001d047875,101: CIVE/ExG/veg/GLI/gn/COM; 108: CIVE/gn/COM/GLI/veg/ExG/RGBVI; 115: CIVE/ExG/GLI/COM/RGBVI/gn/veg,mkkk10
Zm00001d047876,115: RGBVI,cl26277_1c
Zm00001d047889,101: IKAW,si603033a03
Zm00001d047894,17: CIVE/GLI/gn/COM/RGBVI/ExG; 19: CIVE/GRVI/MGRVI/NDI/ExG/GLI/gn/veg/ExGR/COM; 24: CIVE/MGRVI/gn/NDI/COM/RGB_R/GRVI/ExGR/GLI2/RGBVI/veg/ints/ExR/ExG/GLI; 26: ints/RGB_R; 37: RGB_R/ints,-
Zm00001d047897,115: RGBVI,relk3
Zm00001d047917,73: NDI/GRVI/MGRVI/ExGR; 88: CIVE/COM/GreenCoverage; 94: CIVE/GLI/COM/GreenCoverage/ExG/veg/gn,IDP3826
Zm00001d047920,44: RGBVI/ExG/NDI/ExR/veg/MGRVI/GRVI/ExGR/gn/GLI; 51: ExGR/NDI/MGRVI/ExR/GRVI,-
Zm00001d047940,44: rn/GLI2,-
Zm00001d047959,51: RGBVI,-
Zm00001d047969,73: ExG/GLI/gn/RGBVI; 80: rn,-
Zm00001d047975,80: veg/ExG/GLI/gn,-
Zm00001d047979,26: IKAW; 65: rn,GRMZM2G166684
Zm00001d047989,17: GLI/gn/RGBVI/ExG; 19: GLI2/GRVI/MGRVI/NDI/veg/ExGR/ExR; 24: CIVE/MGRVI/gn/NDI/COM/GRVI/ExGR/GLI2/GreenCoverage/RGBVI/veg/ExR/ExG/GLI; 26: veg/NDI/ints/RGB_R/ExR/GRVI/MGRVI/ExGR; 37: RGB_R/ints; 44: CIVE/COM; 51: CIVE/COM; 65: veg/ExR/RGBVI/ExG/ExGR/GLI/gn; 73: ExG/GLI/gn/ExGR/veg; 94: RGBVI,-
Zm00001d048007,44: NDI/rn/ExR/MGRVI/GLI2/GRVI/ExGR; 51: ExGR/NDI/MGRVI/ExR/GRVI,-
Zm00001d048008,65: veg/ExR/MGRVI/GLI2/NDI/ExGR/GRVI; 73: ExG/GLI/gn/RGBVI/veg; 80: IKAW; 88: ExR/gn/RGBVI/GRVI/ExG/veg/RGB_R/ExGR/GLI/MGRVI/NDI; 94: GLI/ExG/ExGR/MGRVI/veg/gn/GRVI/NDI/ints/RGB_R,pub51
Zm00001d048017,10: ints,-
Zm00001d048020,88: gn/ExG/veg/GLI,hb1
Zm00001d048031,51: IKAW,-
Zm00001d048055,73: CIVE/COM/GreenCoverage,pdcb54
Zm00001d048059,108: GLI2/rn; 80: IKAW,nactf102
Zm00001d048065,51: CIVE/COM,-
Zm00001d048077,73: rn,-
Zm00001d048108,15: IKAW,IDP2142
Zm00001d048110,108: GLI2/rn,-
Zm00001d048114,10: ints/RGB_R,-
Zm00001d048116,26: IKAW,-
Zm00001d048119,19: GreenCoverage; 37: CIVE/COM/GRVI/MGRVI/ExGR/GreenCoverage/NDI/GLI2/ExR,-
Zm00001d048132,44: IKAW,LOC100191814
Zm00001d048133,44: IKAW,-
Zm00001d048137,10: ints; 19: RGB_R,cl4756_1b
Zm00001d048142,44: IKAW,-
Zm00001d048149,88: rn/IKAW,vdac6
Zm00001d048152,15: veg; 17: veg/ExGR; 26: NDI/ExR/GRVI/rn/MGRVI/ExGR/GLI2,xyl3
Zm00001d048164,65: IKAW,-
Zm00001d048179,37: IKAW,-
Zm00001d048191,108: RGBVI,-
Zm00001d048198,15: NDI/GRVI/ExGR/MGRVI; 17: GLI/gn/RGBVI/ExG; 19: CIVE/RGBVI/ExG/GLI/gn/veg/COM; 24: gn/RGBVI/veg/ExG/GLI,-
Zm00001d048203,44: IKAW,prh143
Zm00001d048205,65: ExR/MGRVI/GLI2/NDI/GRVI,-
Zm00001d048207,115: GLI2/rn; 51: IKAW,-
Zm00001d048208,15: gn/GLI/RGBVI/ExG; 17: veg; 19: CIVE/RGBVI/ExG/GLI/gn/rn/veg/IKAW/COM,ereb71
Zm00001d048234,65: IKAW,-
Zm00001d048235,88: GRVI/NDI,AY110382
Zm00001d048272,108: IKAW,umc2359
Zm00001d048310,88: CIVE/COM,pco092990(678)
Zm00001d048314,15: GreenCoverage; 44: rn,gpm937b
Zm00001d048315,80: GLI2/ExR,-
Zm00001d048318,65: COM/GreenCoverage; 88: CIVE/COM/GreenCoverage,cox10a
Zm00001d048320,10: ints,pme28
